"","code_muni","ICB","populacao","qtd_empresas","area","disponibilidades","op_cred","emprestimos","fin","fin_agricultura_inv","fin_pecuaria_inv","fin_agricultura_com","fin_pecuaria_com","fin_agroindustrial","fin_imobiliarios","outras_op_cred","outros_cred","arr_mercantial","provisao_arr_mercantil","provisao_de_credito","ativos","depositos","poupanca","depositos_inter","relacoes_interfinanceiras","resultado","PLP","PLB","ICO","densidade_demografica","densidade_empresarial"
"1496","2603009",0.965406777865086,121176,9.56511090348653e-321,6636,7523985,16082174,0,26056715,178182,6707120,-7330931,0,0,0,0,159624911,16789797,0,12261469,0,41934410,0,0,19171523,0,1,2.60750878581465,0.65025353076845,18.2603978300181,0
"1497","2603108",1,19899,9.28843414181544e-322,179,1015333,2897339,0,425420,0,2208737,0,0,0,0,0,59240011,3418327,0,8084631,0,1306639,0,0,2144571,0,1,0.450978984509579,0.827124668149045,111.167597765363,4.94065645841247e-324
"1498","2603207",1,28827,8.49792910846944e-322,295,2006037,744012,0,0,0,60326,0,0,0,0,0,25386016,3498164,0,6091274,0,2436860,0,0,1155480,0,1,3.27529663500051,0.783841973338132,97.7186440677966,4.94065645841247e-324
"1499","2603306",NA,11093,2.37151510003798e-322,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,90.9262295081967,0
"1500","2603405",NA,5228,3.06320700421573e-322,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,29.2067039106145,0
"1501","2603454",NA,886626,7.04636424098786e-320,306,7667000,0,0,85509202,981166,32211611,-22527409,0,0,0,2118,462181222,109800548,0,28130048,17295,9965524,0,0,36806191,0,1,0,0.525328703632473,2897.47058823529,2.32210853545386e-322
"1502","2603504",NA,17419,1.08694442085074e-321,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,241.930555555556,1.48219693752374e-323
"1503","2603603",NA,7750,4.0019317313141e-322,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,198.717948717949,9.88131291682493e-324
"1504","2603702",1,24329,1.13141032897645e-321,423,1649982,7013234,2,2829968,42928,6951249,0,0,0,0,0,76862323,8971987,0,11162536,0,5307273,0,0,6730482,0,1,0.756751165011748,0.660577781278522,57.51536643026,4.94065645841247e-324
"1505","2603801",NA,18338,5.97819431467908e-322,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,54.4154302670623,0
"1506","2603900",NA,18644,1.02765654334979e-321,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,43.5607476635514,0
"1507","2603926",NA,12239,2.8161741812951e-322,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.1781094527363,0
"1508","2604007",0.844768500381556,475758,6.14815289684847e-320,882,17112633,8974227,0,187393736,416412,11241784,-22470555,0,0,0,2058,559887487,144974565,0,40021699,4420,24828829,0,0,52483819,0,1,2.76668163174388,0.47653175639472,539.408163265306,6.91691904177745e-323
"1509","2604106",0.734006403110835,6426816,1.07718662434538e-318,15691,36117281,26536078,127314,1884041035,4653067,47414122,-118205334,0,0,0,0,3007165695,932651526,0,245780236,73086,231308001,0,0,279458780,0,1,8.71673655014128,0.406563983775471,409.586132177681,6.91691904177745e-323
"1510","2604155",NA,12967,2.71736105212686e-322,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,111.784482758621,0
"1511","2604205",0.843247221129619,96468,4.35765899631979e-321,627,7759155,781033,1,19948365,24270,10190506,-1706620,0,0,0,0,160354671,20559991,0,20913311,1650,9110953,0,0,14497456,0,1,11.6652599826128,0.607739134093074,153.856459330144,4.94065645841247e-324
"1512","2604304",NA,10518,4.59481050632359e-322,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,70.5906040268456,4.94065645841247e-324
"1513","2604403",NA,12984,4.99006302299659e-322,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,264.979591836735,9.88131291682493e-324
"1514","2604502",1,20546,1.57606941023358e-321,85,1810609,5380047,0,519225,0,5493509,0,0,0,0,0,53603993,3343185,0,9575039,0,3176927,0,0,5343616,0,1,0.590501718665283,0.735380821030594,241.717647058824,1.97626258336499e-323
"1515","2604601",NA,24587,1.36362118252184e-321,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,273.188888888889,1.48219693752374e-323
"1516","2604700",NA,17131,4.84184332924422e-322,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,53.8710691823899,0
"1517","2604809",NA,10198,3.75489890839347e-322,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,99.0097087378641,4.94065645841247e-324
"1518","2604908",NA,15920,5.53353523342196e-322,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,54.5205479452055,0
"1519","2605004",1,23518,2.56420070191607e-321,95,330205,90715,0,1036251,84292,4030309,0,0,0,0,0,66926178,3114636,0,10286789,0,2223711,0,0,3484743,0,1,24.5131565893182,0.797012491139054,247.557894736842,2.47032822920623e-323
"1520","2605103",0.978433917248463,75398,4.91101251966199e-321,2808,2620640,4755688,0,23605630,150604,22594341,-1723119,0,0,0,0,122725476,3095941,0,12623287,760,8400287,0,0,10713493,0,1,1.76636629652744,0.555603555328868,26.8511396011396,0
"1521","2605152",NA,17188,1.61559466190088e-321,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.1682910981157,0
"1522","2605202",0.893697738038914,299455,1.95155930107292e-320,1715,9690191,3909932,0,14151786,55368,82108314,-9147637,0,0,0,0,259062920,38183845,0,15804153,7560,21445981,0,0,17903066,0,1,5.48500101792052,0.511571965310128,174.609329446064,9.88131291682493e-324
"1523","2605301",1,31843,1.3883244648139e-321,1337,1399158,51624782,0,12700722,0,8478460,0,0,0,0,0,137389939,2916688,0,13182311,0,52946189,0,0,10801339,0,1,1.02559636958854,0.733106047830592,23.8167539267016,0
"1524","2605400",NA,21427,1.40314643418914e-321,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,198.398148148148,1.48219693752374e-323
"1525","2605459",NA,6334,5.08887615216484e-321,38,5462190,0,0,0,0,98568,-2091780,0,0,0,0,52657617,33011351,0,3746503,0,0,0,0,2975527,0,0,0,0.552293965701487,166.684210526316,1.33397724377137e-322
"1526","2605509",NA,15026,8.30030285013294e-322,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,161.569892473118,9.88131291682493e-324
"1527","2605608",NA,20347,1.14623229835169e-321,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20.4287148594378,0
"1528","2605707",0.920437363483288,90411,7.69260210574821e-321,10815,5538480,1822552,0,1657312,114310,6395307,0,0,0,0,0,133377211,17106535,0,17446013,0,8514218,0,0,13272267,0,1,4.67159126323968,0.720132985391528,8.35977808599168,0
"1529","2605806",NA,13636,7.06513873552983e-322,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,64.018779342723,4.94065645841247e-324
"1530","2605905",1,18214,5.33590897508546e-322,258,2182071,343602,0,0,0,63514,0,0,0,0,0,31949534,6587147,0,2429581,0,1769400,0,0,907545,0,1,5.14956257530515,0.71421817402978,70.5968992248062,0
"1531","2606002",0.731494195652196,1140048,1.36836421272192e-319,3672,22895537,137378453,25634,458755444,2966290,37738761,-39127558,0,0,0,0,1282969350,241030871,0,115007261,8650,150011190,0,0,112139271,0,1,1.09195573777498,0.48696868727901,310.470588235294,3.95252516672997e-323
"1532","2606101",NA,29347,1.61559466190088e-321,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,124.88085106383,4.94065645841247e-324
"1533","2606200",0.895448811839505,486330,7.91493164637677e-320,2670,16803785,8695844,0,96557030,235092,108912478,-30073546,0,0,0,0,595182406,201520660,0,79929641,8688,22014727,0,0,49245494,0,1,2.53163775707108,0.441006450498768,182.14606741573,2.96439387504748e-323
"1534","2606309",NA,6967,3.31023982713635e-322,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13.3467432950192,0
"1535","2606408",0.96337645494218,432580,5.42484079133689e-320,2535,12540808,21262305,2,145672167,346953,12882722,-11996897,0,0,0,0,394201312,75933383,0,33818530,5930,9722527,0,0,30353584,0,1,0.457265898499716,0.47983385477122,170.642998027613,1.97626258336499e-323
"1536","2606507",NA,17165,6.12641400843146e-322,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,27.0314960629921,0
"1537","2606606",1,26593,5.06911352633119e-321,1882,1883861,5106529,0,911725,0,7057956,0,0,0,0,0,77839682,5111845,0,15918453,0,3345995,0,0,6747847,0,1,0.655238617072379,0.74223308295058,14.1301806588735,4.94065645841247e-324
"1538","2606705",NA,7140,2.66795448754273e-322,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,37.5789473684211,0
"1539","2606804",0.747866882277611,460784,3.80628173556096e-320,1228,3784316,71358,0,2953152,0,8365849,-11445490,0,0,0,0,236505851,89023183,0,27695744,0,19490383,0,0,20192893,0,1,273.135219596962,0.605078655583336,375.231270358306,2.96439387504748e-323
"1540","2606903",NA,11081,6.71929278344095e-322,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,13.2231503579952,0
"1541","2607000",NA,25603,5.18768928133309e-322,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20.7985377741673,0
"1542","2607109",NA,4765,2.22329540628561e-322,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,19.5286885245902,0
"1543","2607208",0.979662052145204,692524,9.41046835633822e-320,3654,10343688,3043062,0,127398128,1074611,11659764,-20424512,0,0,0,0,460845554,206037764,0,31734786,14956,11459291,0,0,41028496,0,1,3.76571065591171,0.438990413950883,189.524904214559,2.47032822920623e-323
"1544","2607307",1,29009,1.60571334898405e-321,694,1527395,51307,0,0,0,64631,0,0,0,0,0,22171018,7543506,0,3846139,0,2100000,0,0,1566880,0,1,40.9300875124252,0.618475294538765,41.799711815562,0
"1545","2607406",NA,4284,7.70742407512345e-322,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,9.96279069767442,0
"1546","2607505",1,32650,8.30030285013294e-322,1062,1674325,32614640,0,1750980,0,14207894,0,0,0,0,0,127013729,10526930,0,20623816,0,8263048,0,0,9820919,0,1,0.253353953929892,0.698079931901898,30.743879472693,0
"1547","2607604",NA,24540,4.20449864610901e-321,66,1184527,0,0,69265264,351358,0,-4937365,0,0,0,0,52582048,72296,0,1868048,4800,177095,0,0,6583110,0,1,0,0.551097477467188,371.818181818182,6.4228533959362e-323
"1548","2607653",1,69870,6.44261602176985e-321,608,3618356,354250,0,125734097,0,325492,-6989615,0,0,0,0,107987474,23102177,0,6249924,0,5009575,0,0,9836139,0,1,14.1413549752999,0.448275831957861,114.917763157895,9.88131291682493e-324
"1549","2607703",NA,13791,8.94258818972656e-322,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,33.4733009708738,0
"1550","2607752",NA,27749,2.16894818524307e-321,74,2175430,0,0,0,0,53835,0,0,0,0,0,56902047,20728243,0,3214857,0,3580750,0,0,1379020,0,1,0,0.607723828936737,374.986486486487,2.96439387504748e-323
"1551","2607802",NA,16554,6.17582057301558e-322,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,101.558282208589,4.94065645841247e-324
"1552","2607901",0.377708653971513,12880740,1.14139045502245e-318,5180,34438474,3448875,17,694708428,2007303,188929549,-83421089,0,0,0,0,2904757634,883834780,0,230352962,67007,286495681,0,0,215455506,0,1,83.0693141966583,0.462338409377002,2486.62934362934,2.22329540628561e-322
"1553","2607950",NA,10247,4.44659081257122e-322,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,117.781609195402,4.94065645841247e-324
"1554","2608008",NA,15843,7.16395186469807e-322,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,22.158041958042,0
"1555","2608057",NA,14020,2.23811737566085e-321,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,50.431654676259,9.88131291682493e-324
"1556","2608107",1,27725,1.53160350210786e-321,134,1977611,24207919,0,1547901,0,7118180,0,0,0,0,0,122263322,6437688,0,15990046,0,16889905,0,0,7290466,0,1,0.697701648786911,0.797194132131017,206.902985074627,9.88131291682493e-324
"1557","2608206",NA,13269,5.13828271674896e-322,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,107.878048780488,4.94065645841247e-324
"1558","2608255",NA,11517,4.0019317313141e-322,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,95.1818181818182,4.94065645841247e-324
"1559","2608305",NA,15329,7.31217155845045e-322,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,145.990476190476,4.94065645841247e-324
"1560","2608404",NA,13648,4.94065645841247e-322,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,92.2162162162162,4.94065645841247e-324
"1561","2608453",NA,17981,9.78249978765668e-322,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,256.871428571429,1.48219693752374e-323
"1562","2608503",1,19003,9.53546696473606e-322,56,2635790,829367,0,934248,49140,12112301,0,0,0,0,0,117397148,7326950,0,14881309,0,5809509,0,0,9812867,0,1,7.00475061100815,0.736187291487251,339.339285714286,1.48219693752374e-323
"1563","2608602",NA,11933,3.85371203756172e-322,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,59.964824120603,0
"1564","2608701",NA,14076,5.38531553966959e-322,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,62.56,0
"1565","2608750",1,24088,3.6462044663084e-321,1850,1851894,10642806,0,2569019,0,4176817,0,0,0,0,0,44945888,4447140,0,10180520,0,7882712,0,0,4661201,0,1,0.740661062505508,0.654897152159108,13.0205405405405,0
"1566","2608800",0.94450560314601,118746,1.02271588689138e-320,567,6992254,9191741,0,76585402,251337,57567618,-4170694,0,0,0,0,292866150,14956629,0,36551345,100,26287642,0,0,21727249,0,1,2.8599197910385,0.496062250505046,209.428571428571,1.97626258336499e-323
"1567","2608909",0.938138161095482,226040,2.5849514590414e-320,1096,9804936,769095,0,74531196,226808,119984194,-13129046,0,0,0,0,443502439,40661691,0,17729490,2696,76504142,0,0,27396683,0,1,99.4729415741878,0.492874648797689,206.240875912409,2.47032822920623e-323
"1568","2609006",NA,23879,1.5859507231504e-321,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,221.101851851852,1.48219693752374e-323
"1569","2609105",NA,11333,7.65801751053932e-322,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,182.790322580645,9.88131291682493e-324
"1570","2609154",NA,23763,3.0138004396316e-322,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,68.8782608695652,0
"1571","2609204",NA,9359,3.4090529563046e-322,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,46.795,0
"1572","2609303",NA,14166,7.70742407512345e-322,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,17.2335766423358,0
"1573","2609402",1,165876,1.46292837733593e-320,582,5174648,608600,16,710753,49321,6600728,0,0,0,0,0,139262561,24832719,0,17029556,0,10768264,0,0,8207948,0,1,17.6934998356885,0.682201245282025,285.01030927835,2.47032822920623e-323
"1574","2609501",1,91944,7.08490136136348e-321,393,6330415,135623,0,86052086,642653,24390769,-7220931,0,0,0,0,231055540,53236489,0,16395847,1542,4442931,0,0,12292761,0,1,32.7594213370888,0.426595276472481,233.954198473282,1.97626258336499e-323
"1575","2609600",1,3149784,3.51636401458132e-319,369,25876160,124146,0,601332131,4108266,76961044,-53406386,0,0,0,2167,1830547644,636232520,0,109904802,39875,29902680,0,0,122087410,0,1,240.867043642163,0.430525757266146,8536,9.53546696473606e-322
"1576","2609709",1,21808,1.12646967251804e-321,139,389986,89818,61,0,0,2617176,0,0,0,0,0,65360806,2188706,0,7711516,0,1501407,0,0,2820411,0,1,16.7161036763232,0.870069218078076,156.892086330935,9.88131291682493e-324
"1577","2609808",NA,13613,9.04140131889481e-322,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,24.5279279279279,0
"1578","2609907",0.808814864798259,326225,2.39374805410084e-320,11910,7496666,10052206,0,69259115,792755,9158642,-11854184,0,0,0,0,311120045,59232154,0,35051724,220,47425257,0,0,39587469,0,1,4.71789545498769,0.54975035751011,27.3908480268682,0
"1579","2610004",0.822680322444507,327504,3.27861962580251e-320,2034,17205196,9677216,9,31212518,278298,142344887,-11998807,0,0,0,0,477667219,106353561,0,23404253,3030,41923986,0,0,34205635,0,1,4.3322362547245,0.468911846955554,161.014749262537,1.48219693752374e-323
"1580","2610103",NA,7031,2.22329540628561e-322,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,41.603550295858,0
"1581","2610202",NA,22991,1.24998608397835e-321,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60.5026315789474,4.94065645841247e-324
"1582","2610301",NA,12199,4.79243676466009e-322,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,65.9405405405405,4.94065645841247e-324
"1583","2610400",NA,18612,1.84780551544626e-321,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,7.13103448275862,0
"1584","2610509",NA,28340,1.42290906002279e-321,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,86.6666666666667,4.94065645841247e-324
"1585","2610608",NA,169995,1.2361522458948e-320,810,4068392,0,241266,64622904,488502,117722,-7181825,0,0,0,0,78456543,15083659,0,4728550,260,99683,0,0,10021523,0,1,0,0.460305662237341,209.87037037037,1.48219693752374e-323
"1586","2610707",1,2737336,2.02645965298246e-319,776,18108121,20523,0,403283408,1787704,15759556,-49776245,0,0,0,4333,1101058196,394575886,0,63746095,30850,9653929,0,0,81878878,0,1,470.395604931053,0.440053802018622,3527.49484536082,2.61854792295861e-322
"1587","2610806",1,22795,7.31217155845045e-322,923,3508785,30211664,0,3538544,0,9563294,0,0,0,0,0,136581259,31270993,0,14385698,0,12016054,0,0,10953804,0,1,0.39772896984423,0.602738289105027,24.6966413867822,0
"1588","2610905",0.926558951384799,313610,2.15412621586783e-320,4800,13623168,34356288,0,75104054,205941,29258943,-10241644,0,0,0,0,470380453,107609456,0,39670435,0,48581371,0,0,43379930,0,1,1.41404598191749,0.529720538684424,65.3354166666667,4.94065645841247e-324
"1589","2611002",1,102483,1.05977081032947e-320,3171,5045341,15062694,6,429435,0,33784650,-6496980,0,0,0,0,205460456,46722908,0,20016845,0,25807455,0,0,17943949,0,1,1.71333594110058,0.581801622699359,32.3188268684957,4.94065645841247e-324
"1590","2611101",0.849709897516957,4641492,6.95031787943632e-319,54744,40320909,175795737,26984,1432668821,6319671,71566293,-72196863,0,0,0,2058,2857074204,854911470,0,258085864,48660,433075869,0,0,262237476,0,1,2.46351746857206,0.413048363913181,84.785401139851,1.48219693752374e-323
"1591","2611200",NA,10500,4.15015142506647e-322,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,51.219512195122,0
"1592","2611309",NA,27552,2.01084717857387e-321,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,114.8,9.88131291682493e-324
"1593","2611408",NA,13838,5.92878775009496e-322,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,122.46017699115,4.94065645841247e-324
"1594","2611507",NA,17928,7.50979781678695e-322,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,77.6103896103896,4.94065645841247e-324
"1595","2611533",NA,6554,3.65608577922522e-322,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,31.0616113744076,0
"1596","2611606",0.374012183629624,236738280,4.98032103659189e-317,34821,459152985,772544791,16348813,13729229360,60729855,16347495664,-2427977859,0,0,0,216318247,71120418027,26987046692,1240494435,3549138454,300070,19278947513,35125683,35125683,4643046827,0,0.996369288132324,24.9551194152055,0.393246134191638,6798.72146118722,1.4278497164812e-321
"1597","2611705",NA,20639,1.39326512127232e-321,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,65.7292993630573,4.94065645841247e-324
"1598","2611804",0.958541917974357,100521,5.42484079133689e-321,870,5649776,11870048,0,21699358,119846,5897222,-3878454,0,0,0,0,113570705,18943088,0,8992718,190,8286496,0,0,10923343,0,1,0.698101305066332,0.563606010350131,115.541379310345,4.94065645841247e-324
"1599","2611903",NA,20009,1.1116477031428e-321,227,1551658,0,0,0,0,50976,0,0,0,0,0,31141446,12262627,0,2718902,0,616390,0,0,1132188,0,1,0,0.593200121290368,88.1453744493392,4.94065645841247e-324
"1600","2612000",NA,10887,8.59674223763769e-322,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,57.3,4.94065645841247e-324
"1601","2612109",NA,5727,3.0138004396316e-322,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,65.8275862068966,4.94065645841247e-324
"1602","2612208",0.860627415750664,311860,3.1694311180716e-320,8395,12160890,28004950,3,80067394,760240,18786100,-13876400,0,0,0,0,484732772,84908762,0,47561409,1680,45174227,0,0,46301858,0,1,1.61308008048577,0.580022690952801,37.1483025610482,4.94065645841247e-324
"1603","2612307",NA,13836,5.53353523342196e-322,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,54.9047619047619,0
"1604","2612406",1,18624,1.10176639022598e-321,268,2061745,496977,0,51831836,45830,0,-2506400,0,0,0,0,51429570,318797,0,2883295,1500,49570,0,0,5060702,0,1,0.0997430464588905,0.522037320950899,69.4925373134328,4.94065645841247e-324
"1605","2612455",NA,13841,7.36157812303457e-322,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.1083467094703,0
"1606","2612471",NA,11567,6.96632560636158e-322,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,100.582608695652,4.94065645841247e-324
"1607","2612505",0.560464341569211,687778,1.13506641475568e-319,2345,14694643,1902412,0,487472331,449552,12391441,-45842212,0,0,0,2058,726382849,240652039,0,77607611,330,11136751,0,0,63460741,0,1,5.85401637500184,0.408490147680601,293.29552238806,4.94065645841247e-323
"1608","2612554",NA,12106,6.27463370218383e-322,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12.0457711442786,0
"1609","2612604",0.938200953166425,121734,2.47082229485207e-320,9003,4086757,7011526,0,3748514,0,9208044,-3249948,0,0,0,0,113553386,17578330,0,11576476,0,11917171,0,0,12763346,0,1,1.69965439763042,0.671161049658191,13.5214928357214,4.94065645841247e-324
"1610","2612703",NA,14013,5.38531553966959e-322,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,152.315217391304,4.94065645841247e-324
"1611","2612802",NA,10244,6.52166652510445e-322,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,51.22,4.94065645841247e-324
"1612","2612901",NA,13113,3.6066792146411e-322,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,81.95625,0
"1613","2613008",0.990866353389186,148347,8.41887860513484e-321,2157,3369376,60732253,0,11730776,79715,5574225,0,0,0,0,0,164245354,20874975,0,12432190,0,50661257,0,0,10002555,0,1,0.834173844991392,0.672571037467548,68.7746870653686,4.94065645841247e-324
"1614","2613107",1,37126,1.86756814127991e-321,382,1866173,485633,0,52983,0,3701276,0,0,0,0,0,45888657,4222155,0,4934436,0,2009626,0,0,3641825,0,1,4.13815782700105,0.736631933963712,97.1884816753927,4.94065645841247e-324
"1615","2613206",NA,23837,8.64614880222181e-322,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,92.034749034749,4.94065645841247e-324
"1616","2613305",NA,20037,6.96632560636158e-322,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,88.2687224669604,4.94065645841247e-324
"1617","2613404",NA,18825,2.34681181774592e-321,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,272.826086956522,3.45845952088873e-323
"1618","2613503",1,34843,4.00687238777251e-321,1474,2980693,12377662,77,16764986,37708,7868450,0,0,0,0,0,89641234,7453361,0,12865669,0,11147005,0,0,8930912,0,1,0.900574357257453,0.568835978731322,23.6383989145183,4.94065645841247e-324
"1619","2613602",0.893983055639619,62008,5.48412866883784e-321,1548,4081526,1258575,0,31502818,195824,13031630,-3558296,0,0,0,0,117967846,4770926,0,6063643,600,790147,0,0,7823373,0,1,0.627810817789961,0.562559094560912,40.0568475452196,4.94065645841247e-324
"1620","2613701",0.917706715701104,556245,3.18672341567604e-320,1320,8450404,130247,0,58596916,163450,47195597,-7139211,0,0,0,2167,328465266,69820475,0,23273389,12940,8799715,0,0,21950862,0,1,67.5617480632951,0.479441903420241,421.397727272727,2.47032822920623e-323
"1621","2613800",NA,16677,9.78249978765668e-322,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,147.58407079646,9.88131291682493e-324
"1622","2613909",0.427983483107922,461140,5.49153965352546e-320,14900,15634510,4780528,9,148331820,653520,75501470,-23698815,0,0,0,0,686456249,205541605,0,65877556,5470,33262633,0,0,56887293,0,1,6.957941256698,0.453645155964071,30.9489932885906,4.94065645841247e-324
"1623","2614006",NA,18207,9.43665383556781e-322,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11.8612377850163,0
"1624","2614105",0.866777009679562,131244,7.055257422613e-321,9688,4343351,13448740,0,26361949,50521,22402212,-2099878,0,0,0,0,170938220,18492454,0,17600444,100,21023591,0,0,19777335,0,1,1.56323871232547,0.551658606650421,13.547068538398,0
