"","code_muni","ICB","populacao","qtd_empresas","area","disponibilidades","op_cred","emprestimos","fin","fin_agricultura_inv","fin_pecuaria_inv","fin_agricultura_com","fin_pecuaria_com","fin_agroindustrial","fin_imobiliarios","outras_op_cred","outros_cred","arr_mercantial","provisao_arr_mercantil","provisao_de_credito","ativos","depositos","poupanca","depositos_inter","relacoes_interfinanceiras","resultado","PLP","PLB","ICO","densidade_demografica","densidade_empresarial"
"3163","3204807",0.93675232244111,21756,3.0928509429662e-321,546,1881506,1859103,0,19833775,225814,8984971,-1050948,0,0,0,0,76659026,12163129,0,3540505,40689,178122,0,0,5390031,0,1,0.0958107216222017,0.476318941024671,39.8461538461538,4.94065645841247e-324
"3164","3204906",0.662253441142352,866264,1.8585761465256e-319,16422,16096132,109749669,1,200368787,1250165,110474538,-15994412,0,0,0,0,1153112942,456819093,0,106577544,25982,17085943,0,0,79069591,0,1,0.155681043557407,0.437925317292684,52.7502131287298,9.88131291682493e-324
"3165","3204955",0.98416714307114,21772,3.75489890839347e-321,684,958523,67348941,0,161691,80827,1606229,0,0,0,0,0,135855792,14695642,0,6034829,37391,46611947,0,0,6192696,0,1,0.692096212767473,0.804078161587378,31.8304093567251,4.94065645841247e-324
"3166","3205002",0.61945131751129,14578284,2.34635727735175e-318,15344,28771340,10049494,2028647,1528623321,7324300,60410649,-115383537,0,0,0,2201,3926989882,1229346540,0,296820670,114828,527125027,0,0,344094052,0,1,52.4528923545802,0.437519850957043,950.096715328467,1.53160350210786e-322
"3167","3205010",0.827467489866088,53004,7.59872963303837e-321,1174,1411078,71233997,0,0,0,2791753,0,0,0,0,0,107149475,12176385,0,2498260,22720,65034863,0,0,6955565,0,1,0.912975064420434,0.780345566500893,45.1482112436116,4.94065645841247e-324
"3168","3205036",0.916782282501215,58689,1.04494884095424e-320,1254,2601014,32881463,0,13489386,125540,11333318,-966158,0,0,0,0,154485018,41893850,0,8230652,21644,14191476,0,0,10700933,0,1,0.43159502969804,0.534032805113785,46.8014354066986,9.88131291682493e-324
"3169","3205069",0.728744007661571,95324,2.41301661428865e-320,744,5203739,92951298,0,18208835,147498,100059916,-1864255,0,0,0,0,421586215,99808831,0,15220205,61487,71996754,0,0,15896436,0,1,0.774564266977746,0.48662225257122,128.123655913978,3.45845952088873e-323
"3170","3205101",1,367115,4.47129409486328e-320,1560,4717562,3762624,21369,159886956,1828833,51007954,-11868721,0,0,0,0,526192858,68208120,0,37367805,139230,6721831,0,0,29667366,0,1,1.78647427965165,0.489893665847522,235.330128205128,2.96439387504748e-323
"3171","3205150",NA,8911,1.14623229835169e-321,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,20.5796766743649,4.94065645841247e-324
"3172","3205176",0.90295490933381,27456,4.85172464216104e-321,940,2630809,84433940,0,285892,0,1977496,0,0,0,0,0,125471343,10186441,0,3301446,13518,77366802,0,0,6815362,0,1,0.91629979602989,0.833277555541903,29.2085106382979,4.94065645841247e-324
"3173","3205200",0.918403208890076,14967104,3.15174356795048e-318,6720,33564880,116127828,32,1540951001,12618162,222359992,-102653665,0,0,0,0,5934744485,2151178512,0,429212235,151163,362741311,1031302,1031302,370626205,0,0.99434599269583,3.12363812573847,0.443958040484057,2227.24761904762,4.69362363549184e-322
"3174","3205309",0.283090439492812,21632223,8.10975655250135e-318,6499,293090580,488063954,10889128,4961284687,31159832,3004577752,-517648367,0,0,-10,385612797,81756476476,30313684097,239382632,1786491217,66864,40502710781,56896985,56896985,2952745622,0,0.997198331793993,82.9864825071675,0.530831518292993,3328.54639175258,1.24998608397835e-321
"3175","3300100",1,1674340,2.1393042464926e-319,8130,21236013,140994,0,89491446,1903953,210810441,-35097992,0,0,0,4225,1824507560,869233527,0,96159162,1980,19348917,32847,32847,88440850,0,0.996616259784963,137.232201370271,0.472025156542386,205.945879458795,2.47032822920623e-323
"3176","3300159",NA,11034,1.29445199210407e-321,95,821767,0,0,0,0,0,-108901,0,0,0,0,35655275,8312955,0,1487816,0,0,0,0,2686005,0,0,0,0.69681187733388,116.147368421053,1.48219693752374e-323
"3177","3300209",1,648355,8.88082998399641e-320,3190,12742058,2439143,0,244032221,3171094,16246360,-40448465,0,0,0,0,976902875,354207933,0,57592393,6500,6892627,0,0,65633226,0,1,2.82583964941785,0.472521518357757,203.246081504702,2.96439387504748e-323
"3178","3300225",NA,11828,2.28258328378656e-321,111,800907,0,0,0,0,41174,0,0,0,0,0,36497227,20355506,0,7994489,0,0,0,0,1035985,0,0,0,0.539524518338865,106.558558558559,1.97626258336499e-323
"3179","3300233",1,200030,6.50931488395842e-320,355,3965853,1185699,0,75368161,438824,6920141,-22376531,0,0,0,0,398561434,175231248,0,37980975,3600,3357599,11370,11370,36909449,0,0.993272864052984,2.83174650564772,0.486863974106539,563.464788732394,1.82804288961261e-322
"3180","3300258",1,92958,1.85571056577972e-320,456,4122005,1553406,0,2325259,0,7079248,-747355,0,0,0,1950,222769734,84509589,0,14389348,0,3636891,0,0,18176002,0,1,2.34123661167782,0.569284348602486,203.855263157895,3.95252516672997e-323
"3181","3300308",0.923502404903948,464415,5.28403208227213e-320,2925,7696442,12821722,0,89989655,1816586,71081518,-17848636,0,0,0,2167,918550347,340649575,0,45161074,2100,8962679,0,0,54031047,0,1,0.699023032943625,0.493560897392975,158.774358974359,1.97626258336499e-323
"3182","3300407",0.479831091388192,1529046,2.08678506833967e-319,4923,13333237,20220310,0,169877896,1606173,159386657,-38480175,0,0,0,1125,1608614356,565669663,0,73533554,7240,8050438,0,0,88298554,0,1,0.39813623035453,0.487036500723809,310.592321755027,4.44659081257122e-323
"3183","3300456",NA,5797044,2.31163434376202e-319,948,19376442,0,0,363712261,1961827,17309347,-56672231,0,0,0,3684,1068484718,243701161,0,71300658,21467,11910165,0,0,108775528,0,1,0,0.497954798830882,6115.0253164557,2.42092166462211e-322
"3184","3300506",0.89481196245577,112408,2.0829807628667e-320,1528,3216663,19995414,0,18271740,455225,42884463,-1395477,0,0,0,1950,279429881,53016865,0,16171011,100,4196240,0,0,13091427,0,1,0.209860120925728,0.538746646984085,73.565445026178,1.48219693752374e-323
"3185","3300605",0.901369003718663,175865,2.98909715733954e-320,2985,7224766,84440074,1,71488565,1309390,56762736,-3572724,0,0,0,1950,435364999,65377086,0,31366702,112834,44996429,0,0,23420930,0,1,0.532880028030293,0.514683168666486,58.9162479061977,9.88131291682493e-324
"3186","3300704",0.564359841970046,2888093,5.25453636321541e-319,5369,27456465,235543,164286,406151539,4018885,111802111,-98356322,0,0,0,7800,2177586813,713116995,0,139780856,13810,141567266,0,0,172422990,0,1,601.025146151658,0.494960807055901,537.9200968523,9.88131291682493e-323
"3187","3300803",0.938800667117981,284715,3.14225750755033e-320,4775,7853302,11617753,0,62756485,611578,4207747,-5082264,0,0,0,0,344652255,72696707,0,24381701,900,20359309,0,0,23714536,0,1,1.75243087023799,0.556147328450251,59.6261780104712,4.94065645841247e-324
"3188","3300902",1,29232,2.80629286837828e-321,1116,1627878,35345572,0,160665,32479,3268113,-179417,0,0,0,0,89123355,11069210,0,6332717,0,23503104,0,0,5621221,0,1,0.664951864408928,0.75429861532616,26.1935483870968,4.94065645841247e-324
"3189","3300936",1,13847,9.78249978765668e-322,305,0,447678,0,261127,0,2595326,0,0,0,0,0,20981127,2940515,0,3541436,0,1525589,0,0,2638044,0,1,3.40778193254973,0.635447764548642,45.4,4.94065645841247e-324
"3190","3300951",1,8741,1.73417041690278e-321,109,557089,176647,0,309070,0,2388446,0,0,0,0,0,17818566,1906753,0,3602952,0,1297308,0,0,2060202,0,1,7.34407037764581,0.65025439521682,80.1926605504587,1.48219693752374e-323
"3191","3301009",0.375062014938529,12572040,1.75716423206023e-318,104832,48935358,62039626,25,1623458238,17060490,144529237,-173147441,0,0,0,2262,5628792744,1933411796,0,271732529,61770,215577945,0,0,377155733,0,1,3.47484275614427,0.452783305594666,119.925595238095,1.48219693752374e-323
"3192","3301108",0.985859596727127,77560,1.42093279743943e-320,2988,3373798,59066462,0,29776677,742119,16989027,-2086175,0,0,0,0,276179450,62609772,0,18662314,100,25806745,0,0,15835517,0,1,0.436910289294118,0.551255650499106,25.9571619812584,4.94065645841247e-324
"3193","3301157",1,12958,1.77369566857008e-321,523,2983357,496033,0,0,0,38025,0,0,0,0,0,66976891,12827938,0,7068666,0,3124516,0,0,965675,0,1,6.29900833210694,0.729497715012228,24.7762906309751,4.94065645841247e-324
"3194","3301207",0.86245319326757,51594,7.79635589137487e-321,918,2595905,12734271,1,989474,0,3026399,-122874,0,0,0,0,134361785,38798736,0,11083536,0,5087205,0,0,9057813,0,1,0.399489299387456,0.624238103901923,56.202614379085,9.88131291682493e-324
"3195","3301306",1,138330,1.55630678439993e-320,1389,3346183,4484443,0,422543,91161,5890964,-535494,0,0,0,0,180001767,42413065,0,13941522,0,2754799,0,0,15656105,0,1,0.614301263278405,0.656924287511652,99.5896328293737,9.88131291682493e-324
"3196","3301405",0.557361223935479,63312,6.19558319884923e-321,1014,4386467,4345617,0,165648,0,1739962,-363862,0,0,0,0,161434625,43173789,0,12508939,0,2164171,0,0,9929494,0,1,0.498012365102585,0.657169143525661,62.4378698224852,4.94065645841247e-324
"3197","3301504",0.709151844147241,62349,1.09830793070509e-320,339,4098728,11296182,0,24597107,0,4334323,-2269159,0,0,0,0,166124047,40146419,0,12418417,0,3102997,0,0,8187458,0,1,0.274694317071025,0.549929486083869,183.920353982301,3.45845952088873e-323
"3198","3301603",0.979550865485583,32940,4.60963247569883e-321,1140,2106212,40089425,0,42334,0,1629730,-85101,0,0,0,0,91550658,14868611,0,5142936,0,37480213,0,0,3730777,0,1,0.934915205194387,0.737677520774203,28.8947368421053,4.94065645841247e-324
"3199","3301702",0.953390165008474,33134601,3.23701929842268e-318,19147,165754058,2329868685,0,7981588454,10618106,15607922399,-2584213213,0,0,0,35966984315,3959933453550,145014847542,4828942506,2367837789,77311,5309485717271,8728026688,8728026688,18499692294,0,0.996723062851524,2278.87766870904,0.906593225609185,1730.5374732334,1.67982319586024e-322
"3200","3301801",NA,24484,2.09483833836689e-321,278,1132865,0,0,236103,0,1618800,-271290,0,0,0,3033,42997813,7671305,0,4051622,0,2512892,0,0,4082639,0,1,0,0.699613756652488,88.0719424460432,9.88131291682493e-324
"3201","3301850",NA,155088,1.75492117402811e-320,1074,4517122,0,0,27066589,0,120109,-2612587,0,0,0,0,174896762,42969757,0,10165922,1570,1518828,0,0,12147552,0,1,0,0.564412245340629,144.402234636871,1.48219693752374e-323
"3202","3301876",NA,55840,5.06911352633119e-321,102,2589549,0,0,0,0,26045,-324562,0,0,0,0,109605235,24032765,0,8929807,0,0,0,0,5826600,0,0,0,0.708177711178404,547.450980392157,4.94065645841247e-323
"3203","3301900",0.50069167992368,2018403,1.74439757577169e-319,3870,13089332,768978,0,255052274,1381358,17859188,-51376046,0,0,0,7908,1391866439,762009808,0,62929373,9100,6895509,0,0,86627106,0,1,8.96710829178468,0.457758813674793,521.551162790698,4.44659081257122e-323
"3204","3302007",1,934728,1.00789391751614e-319,2264,12718623,91453,2,154622993,3132969,15142732,-39124944,0,0,0,0,1110539991,421487420,0,95166513,5020,11735247,0,0,87532104,0,1,128.319978568226,0.517723962479002,412.865724381625,4.44659081257122e-323
"3205","3302056",1,42219,5.89914381134448e-321,873,2886078,13241501,0,17113255,68123,3536402,-1457947,0,0,0,0,119531180,12622419,0,10358292,0,1512472,0,0,9808661,0,1,0.114222096120372,0.643571085761952,48.360824742268,4.94065645841247e-324
"3206","3302106",0.831290761490427,91676,1.46045804910672e-320,1732,4607624,28100549,0,33046660,712100,42719318,-3595588,0,0,0,0,297504449,61191006,0,15936861,650,6425628,0,0,15990351,0,1,0.228665568064168,0.511027260583001,52.9307159353349,9.88131291682493e-324
"3207","3302205",0.875670185300795,707287,1.41485578999558e-319,7749,15715801,126115699,15,127402752,1415156,112354177,-21740907,0,0,0,0,1071670379,336444474,0,72239073,2120,33746710,0,0,70575579,0,1,0.267585322585414,0.487371697244551,91.2746160794941,1.97626258336499e-323
"3208","3302254",1,123632,2.0770519751166e-320,964,4455882,229006,1,24753403,305933,3995723,-3258111,0,0,0,0,192001521,64325211,0,14571498,1220,2880442,0,0,14685799,0,1,12.5780197898745,0.523178155258461,128.248962655602,1.97626258336499e-323
"3209","3302270",NA,192578,7.71730538804027e-321,164,2348328,0,0,10251127,0,0,-3316149,0,0,0,0,84813772,18084263,0,13206826,1980,129360,0,0,9272084,0,1,0,0.63303613414632,1174.25609756098,4.94065645841247e-323
"3210","3302304",1,7336,7.65801751053932e-322,254,1659034,559799,0,0,0,8977,0,0,0,0,0,20035816,7777225,0,1860070,0,824870,0,0,539618,0,1,1.47351102806543,0.59674500163968,28.8818897637795,4.94065645841247e-324
"3211","3302403",0.461414461272975,5174211,8.65514079697613e-319,25557,25035789,6601547,0,1127864517,9228888,94301771,-123247008,0,0,0,0,4995841959,2868332074,0,286020089,14370,199435459,4736976,4736976,289985307,0,0.954650429798014,30.210412650247,0.428334322831436,202.457682826623,3.45845952088873e-323
"3212","3302452",1,10830,2.60866661004178e-321,156,878259,3424769,0,191469,0,1580611,-109768,0,0,0,0,45284052,6650224,0,4237787,0,3770461,0,0,3532939,0,1,1.10093877864463,0.730147631809893,69.4230769230769,1.48219693752374e-323
"3213","3302502",1,2509397,2.48964619595863e-319,4301,22362025,1072968,0,142459851,1057330,13117835,-27507633,0,0,0,1842,1079381963,316291173,0,65114689,10130,15645830,0,0,87937287,0,1,14.581823502658,0.553255010012874,583.445012787724,5.92878775009496e-323
"3214","3302601",NA,123660,1.75492117402811e-320,1104,2888404,0,0,627720,0,4028912,-397213,0,0,0,0,175126863,54532193,0,17228146,0,1919706,0,0,10872504,0,1,0,0.615155024322639,112.010869565217,1.48219693752374e-323
"3215","3302700",NA,1578216,1.52251269422439e-319,2896,10807548,0,0,213565942,1697485,68160070,-40176298,0,0,0,3900,1147078886,268096513,0,75251807,6930,73689375,0,0,96093904,0,1,0,0.523396674551778,544.96408839779,5.43472210425371e-323
"3216","3302809",NA,70008,6.5414291509381e-321,380,6303377,0,0,21521188,288283,14732277,-2335249,0,0,0,0,156380586,24890769,0,11981192,200,3828173,0,0,11300137,0,1,0,0.554809059209236,184.231578947368,1.48219693752374e-323
"3217","3302858",NA,835635,4.3996545762163e-320,205,6003649,0,0,97954596,1099603,4348291,-23379134,0,0,0,2501,442897087,126350656,0,23970229,5420,10704927,0,0,42820406,0,1,0,0.527294148346038,4076.26829268293,2.12448227711736e-322
"3218","3302908",1,132910,2.24799868857767e-320,1440,5879882,2664251,0,37057225,372175,47179390,-7392722,0,0,0,3033,340863870,68879383,0,20206252,450,6168133,0,0,20443570,0,1,2.31514710888726,0.525387949790455,92.2986111111111,1.48219693752374e-323
"3219","3303005",1,80643,1.030126871579e-320,909,3250510,13995078,1237,28851217,384757,23276848,-2721198,0,0,0,0,226567859,29203808,0,12101440,1070,1955961,0,0,16092904,0,1,0.139760635846403,0.573715300555232,88.7161716171617,9.88131291682493e-324
"3220","3303104",1,30148,4.30825243173567e-321,774,2738284,7005685,0,21375589,255049,5518546,-2038312,0,0,0,2167,103363791,9603911,0,6187835,100,63904,0,0,7862916,0,1,0.00912173470545707,0.590985331189339,38.9509043927649,4.94065645841247e-324
"3221","3303203",NA,1467740,1.17884063097721e-319,190,11903544,0,0,427314201,3059606,13255600,-63045085,0,0,0,4212,1255277597,290121579,0,90989731,24755,6062875,0,0,93115527,0,1,0,0.497825872152211,7724.94736842105,6.22522713759971e-322
"3222","3303302",0.971866837236264,33240681,8.42138351795926e-318,9246,86360914,52910200,28,2357851326,23468800,635724080,-295919952,0,0,0,15795,15388186964,5688768476,0,978532720,42398,457226532,73922,73922,723950425,0,0.999676754956644,8.64155743127034,0.485937014109705,3595.14179104478,9.09080788347894e-322
"3223","3303401",0.789526414954333,2469207,5.2956426249494e-319,12155,36160191,39530345,3,434446206,4199703,300535015,-51501853,0,0,0,4367,3210372712,1003605996,0,166420826,7040,82606611,0,0,158499602,0,1,2.08970124090746,0.48261516634149,203.143315508021,4.44659081257122e-323
"3224","3303500",1,26719478,2.1165772267839e-318,17714,42092834,51011,5,1388388013,6078236,53826822,-226396850,0,0,0,5633,5046904134,1764373203,0,289620730,59112,176439019,14366,14366,398987958,0,0.999837182715611,3458.8425829723,0.473657726038666,1508.38195777351,1.18575755001899e-322
"3225","3303609",1,206875,1.87250879773832e-320,955,3956029,126090,3,14858815,305535,60555083,-14046918,0,0,0,2058,336705352,74772666,0,24533137,8340,2695276,0,0,27179442,0,1,21.3758109287017,0.549625680827918,216.623036649215,1.97626258336499e-323
"3226","3303708",NA,168252,2.34582368645424e-320,2284,5910811,0,0,49142925,425894,8875636,-4435061,0,0,0,3900,275407827,62677503,0,18534358,1972,2069256,0,0,17626172,0,1,0,0.535260070987638,73.6654991243433,9.88131291682493e-324
"3227","3303807",1,226215,4.5577555828855e-320,4620,4872074,278198,0,4997946,0,5034253,-12486100,0,0,0,0,362962581,157813157,0,24469505,0,4349813,0,0,25883241,0,1,15.6356731536532,0.583840160777938,48.9642857142857,9.88131291682493e-324
"3228","3303856",1,88857,8.50781042138627e-321,942,2889648,8819354,0,22475102,78273,2155825,-1070963,0,0,0,3870,153558803,30189288,0,8131550,700,1180593,0,0,10017397,0,1,0.13386388617579,0.581311937254779,94.328025477707,9.88131291682493e-324
"3229","3303906",0.950463164584012,8087549,1.56532348243653e-318,22939,45228098,68582051,2,453463031,2706034,432225203,-88412031,0,0,0,15660,5039649660,1938610617,0,260403333,28930,189222688,0,0,260750218,0,1,2.75907012463071,0.488527536651404,352.567635903919,6.91691904177745e-323
"3230","3303955",1,97192,9.80226241349033e-321,328,3544500,49542,0,13442271,0,4415711,-1802894,0,0,0,2275,113776605,27557451,0,8591519,220,2299896,0,0,10159716,0,1,46.4231561099673,0.56143789511337,296.317073170732,2.96439387504748e-323
"3231","3304003",NA,82422,9.29337479827385e-321,1470,2223770,0,0,37874710,517556,36615,-7230739,0,0,0,2058,148542178,26441346,0,7032426,1150,144955,0,0,15193522,0,1,0,0.570453636987031,56.069387755102,4.94065645841247e-324
"3232","3304102",1,51864,8.61156420701293e-321,876,2846397,47644202,1,39593768,517452,5559506,-1683120,0,0,0,0,185421473,10815678,0,13874011,100,52358625,0,0,15432247,0,1,1.09895061313022,0.625560023309783,59.2054794520548,9.88131291682493e-324
"3233","3304110",0.574160983122222,61119,7.45545059574441e-321,153,3389707,1146934,0,18977268,0,191415,-6424441,0,0,0,0,195326656,88227969,0,6221879,1120,3005185,0,0,8733509,0,1,2.6201900022146,0.527811033123284,399.470588235294,4.94065645841247e-323
"3234","3304128",1,27364,3.00391912671478e-321,570,141395,1861510,0,12743265,141021,2234526,-1057197,0,0,0,0,50171557,5182386,0,6443192,2720,1116168,0,0,4280696,0,1,0.599603547657547,0.562945446177353,48.0070175438596,4.94065645841247e-324
"3235","3304144",NA,1124184,6.63233722977289e-320,608,10981856,0,0,158333402,1324554,5809080,-24346477,0,0,0,2058,646869219,164245701,0,38553352,12675,15889892,0,0,57724246,0,1,0,0.519559819782135,1848.98684210526,1.08694442085074e-322
"3236","3304151",1,89572,1.13832724801823e-320,2880,3795287,1890791,0,24966783,71205,4244144,-3152128,0,0,0,0,136867837,24906526,0,14564558,270,2449731,0,0,14249305,0,1,1.29561173075184,0.566568620771211,31.1013888888889,4.94065645841247e-324
"3237","3304201",0.422107553225285,1555344,2.47052585546457e-319,13188,15915556,6989053,0,520056693,5860997,58722580,-48052190,0,0,0,0,1923304705,723848745,0,95123819,3920,140590553,0,0,131407171,0,1,20.1158229877496,0.44388470699224,117.936305732484,1.97626258336499e-323
"3238","3304300",1,281380,5.90902512426131e-320,2295,7847801,5879941,27810,125522576,855062,386521,-22771126,0,0,0,1950,532204198,146549429,0,24244625,1900,3435925,0,0,36003742,0,1,0.584346849738798,0.523866452188533,122.605664488017,2.47032822920623e-323
"3239","3304409",1,34802,3.94264385381315e-321,1694,2001911,5443438,0,270709,0,2477998,-146760,0,0,0,0,79087160,10530216,0,5982174,0,1184031,0,0,6062297,0,1,0.217515290887854,0.749247092510701,20.5442739079103,0
"3240","3304508",1,8954,1.13141032897645e-321,479,864814,1327358,37,416017,0,2391531,0,0,0,0,0,25516446,6096373,0,2493699,0,1116474,0,0,2228337,0,1,0.841125001695097,0.585894867640557,18.6931106471816,0
"3241","3304524",0.521742069443812,1251928,1.74464460859461e-319,1824,15593105,583877,0,476649108,9029356,26378904,-55459609,0,0,0,4117,1014909233,286485968,0,80085454,6730,43316398,0,0,111936309,0,1,74.1875394989013,0.434602533344443,686.364035087719,9.38724727098368e-323
"3242","3304557",0.842899564482294,5267117104,1.03037137478581e-315,1017600,6475006052,1938085161,451297033,40833793125,523521436,45454474147,-9848876275,0,0,0,2111449906,475803773518,241010175307,393632210,32111401854,1104660568,43805568386,5985388738,5985388738,33972321029,0,0.785378957853967,22.60249924384,0.454636128831168,5176.01916666667,1.01283457397456e-321
"3243","3304607",1,20464,3.39917164338778e-321,1622,1008196,12262613,0,145775,0,2295746,-58052,0,0,0,0,71865506,17560922,0,5690362,0,8859665,0,0,4896461,0,1,0.722494055712269,0.64993413647249,12.616522811344,0
"3244","3304706",0.817110183289781,206625,3.92041089975029e-320,3020,7745251,40233670,404,33911932,345975,45518628,-6020061,0,0,0,0,375975218,85742588,0,24029181,840,29142299,0,0,25424742,0,1,0.724326142755558,0.529996228858514,68.4188741721854,1.48219693752374e-323
"3245","3304755",0.659860400904057,180236,5.00982564883024e-320,4472,4895018,25394556,43,46948614,353545,38540971,-2513590,0,0,0,2167,243757133,34809558,0,13043400,2750,6398735,0,0,13605928,0,1,0.251972706276101,0.491143243631478,40.3032200357782,9.88131291682493e-324
"3246","3304805",0.810883663211762,155844,2.03159793569921e-320,4140,5787777,28456307,0,35974295,1099127,90697030,-3306032,0,0,0,0,303039216,40707995,0,17142273,1480,6044051,0,0,16726179,0,1,0.212397589047658,0.469944096020226,37.6434782608696,4.94065645841247e-324
"3247","3304904",1,29592552,2.43144032222207e-318,8184,47337494,23261,58,1613555265,5880968,59152655,-179923233,0,0,0,10073,4987627443,1586156298,0,214933348,51600,25468033,0,0,349664873,0,1,1094.88126047891,0.460860415010102,3615.90322580645,2.96439387504748e-322
"3248","3305000",1,146292,2.90905852271326e-320,1808,5588946,3553895,0,37717440,369396,5320413,-3432206,0,0,0,0,395690536,235069296,0,18108133,860,2996678,0,0,14216171,0,1,0.84320949268338,0.474101767242034,80.9137168141593,1.48219693752374e-323
"3249","3305109",NA,6614430,4.26131619538075e-319,525,26333961,0,0,399651188,2863622,125046279,-103369864,0,0,0,3359,2298258722,609256636,0,103959588,36750,82628876,0,0,177053590,0,1,0,0.526043677814509,12598.9142857143,8.10267659179644e-322
"3250","3305133",1,7070,1.14129164189328e-321,250,901065,21728760,0,0,0,1563338,0,0,0,0,0,33887677,55109,0,3762430,0,905163,0,0,1814308,0,1,0.0416573702318954,0.912854408392894,28.28,4.94065645841247e-324
"3251","3305158",1,44160,6.5019038992708e-321,440,1622410,10963104,0,77910,0,2769876,-230074,0,0,0,0,109224829,32491714,0,7165037,0,2083122,0,0,8514480,0,1,0.190012062277253,0.623716912477936,100.363636363636,1.48219693752374e-323
"3252","3305208",1,520145,6.8181059126092e-320,1660,5898015,87318,14,168212011,2921296,14182179,-21311093,0,0,0,0,550313105,124675014,0,49459996,6840,36946601,0,0,48315832,0,1,423.126972674592,0.493455476868575,313.340361445783,3.95252516672997e-323
"3253","3305307",NA,7750,9.43665383556781e-322,397,648007,0,0,0,0,0,-51922,0,0,0,0,37165613,3272336,0,1217411,0,77671,0,0,2434370,0,1,0,0.8534439367061,19.5214105793451,0
"3254","3305406",1,53187,1.01234050832871e-320,1623,2446050,806083,0,27664825,68822,25317,-2100120,0,0,0,0,100149496,11957452,0,10896369,230,557526,0,0,6850280,0,1,0.691648378640909,0.576554205038355,32.7707948243993,4.94065645841247e-324
"3255","3305505",0.809583394864549,537354,1.15285277800596e-319,2112,6043201,947147,0,104033889,1004832,20317472,-16394614,0,0,0,0,684295869,195082421,0,48219764,3520,11146837,0,0,53212321,0,1,11.768856365485,0.530113952787044,254.428977272727,5.43472210425371e-323
"3256","3305554",1,402980,2.77911925785701e-320,1325,5594046,723005,0,18619043,215059,24586155,-12438354,0,0,0,0,336562875,69305214,0,33207942,7410,6660187,0,0,28736804,0,1,9.21181319631261,0.624528348455362,304.135849056604,1.97626258336499e-323
"3257","3305604",1,42704,5.75092411759211e-321,1876,1976709,607103,0,484464,0,2833991,-377260,0,0,0,2167,80527079,15934410,0,8067415,0,1370147,0,0,8553116,0,1,2.25686086216013,0.682795558547475,22.7633262260128,4.94065645841247e-324
"3258","3305703",1,30412,2.96439387504748e-321,826,909140,46812011,0,279675,32705,2101936,-191783,0,0,0,0,142396369,34563089,0,5840446,0,39186772,0,0,6630430,0,1,0.83710934785519,0.668901229711293,36.818401937046,4.94065645841247e-324
"3259","3305752",1,62172,5.54341654633879e-321,286,1612803,285549,0,52320511,58218,3497108,-2397999,0,0,0,0,66246433,719106,0,5512643,750,2020245,0,0,7811903,0,1,7.07495035878256,0.492501547174926,217.384615384615,1.97626258336499e-323
"3260","3305802",0.706742846288279,1816353,3.55104742291938e-319,8503,14451628,20161744,211092,425169866,1954597,76064573,-35902443,0,0,0,0,2193882743,814974210,0,94449727,9980,13659174,0,0,122188322,0,1,0.677479785478875,0.468773938858889,213.61319534282,3.95252516672997e-323
"3261","3305901",NA,10302,1.40314643418914e-321,591,906216,0,0,0,0,0,-272710,0,0,0,0,46519418,4735573,0,1903216,0,144,0,0,2906789,0,1,0,0.841244299158306,17.4314720812183,0
"3262","3306008",0.552903835661553,548422,9.85660963453287e-320,2261,15678630,8068716,0,162186669,336831,62605310,-24453853,0,0,0,2167,951612235,355392425,0,45050338,5010,7747539,0,0,65304173,0,1,0.960194781920692,0.467506764860063,242.557275541796,4.44659081257122e-323
"3263","3306107",1,340440,4.08839321933632e-320,6505,9707868,4837937,0,56710452,1656011,38086356,-10703446,0,0,0,2167,582490640,162897326,0,22532493,4010,4054856,0,0,30432552,0,1,0.838137412702976,0.536506452351645,52.3351268255188,4.94065645841247e-324
"3264","3306156",1,20414,1.97626258336499e-321,404,1444370,23730892,0,64413,0,1005052,-156849,0,0,0,0,49640940,3159617,0,3245394,0,17960157,0,0,3330245,0,1,0.756826039240329,0.857939320591449,50.529702970297,4.94065645841247e-324
"3265","3306206",1,135904,1.78654137536195e-320,2144,5817595,1767001,0,71386628,1268796,5983567,-3262625,0,0,0,0,356539165,82326889,0,24288556,770,4059597,0,0,23483166,0,1,2.29745031270497,0.525787445370339,63.3880597014925,9.88131291682493e-324
"3266","3306305",0.532190458371619,6800638,1.04923733076014e-318,4732,46242465,6507179,4,1083083384,6472517,330298496,-108662953,0,0,0,6270,4270339874,1540924926,0,239622547,23270,201502473,0,0,262426779,0,1,30.9661795072796,0.431785853650558,1437.15934065934,2.22329540628561e-322
"3267","3500105",0.424706982989521,173435,4.47376442309249e-320,2060,4111385,123576005,13,213488827,1712153,20167533,-8456029,0,0,0,2167,826837187,324467591,159313,36583244,1870,28492678,0,0,49726241,0,1,0.230568045956818,0.439590684942715,84.1917475728155,1.97626258336499e-323
"3268","3500204",1,4351,8.49792910846944e-322,211,368837,6189372,0,0,0,32057,-972817,0,0,0,0,54802008,5318372,0,592401,0,0,0,0,1503271,0,0,0,0.86587539744445,20.6208530805687,4.94065645841247e-324
